ExperimentName,participante,Session,SessionDate,SessionTime,Cond,pronome,referencia,item,tt2,tt2.RT,tt3,tt3.RT,tt4,tt4.RT,tt5,tt5.RT,tt6,tt6.RT,tt7,tempo.pronome,tt8,tempo.adverbio,tt9,tt9.RT,tt10,tt10.RT,tt11,tt11.RT,tt12,tt12.RT,tt13,tt13.RT,tt14,tt14.RT,Comp
Lista5,2e,5,10-16-2013,18:11:03,2,s,cor,i_30,+,305,Cassiano,388,sabia,307,usar bem,326,sua lábia,345,e ele,394,obviamente,362,dependia,347,desse talento único,301,para ganhar,848,dinheiro,269,às custas,289,de seus clientes.,341,1418
Lista5,2e,5,10-16-2013,18:11:03,2,s,ind,i_3,+,371,Michele,307,acabou,374,compondo,406,belas canções,597,e ele,365,claramente,269,lucrava,322,um bom dinheiro,356,com as composições,277,mais famosas,521,na gravadora,324,onde ela trabalhava.,582,1154
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_27,Na agência de viagens,1540,Suzana,709,nunca foi,647,muito,749,responsável,605,e eles,997,com frequência,1212,perdiam,1098,vários clientes,892,e muito dinheiro,775,por causa disso,775,e de sua,839,incompetência.,996,2442
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_31,Na churrascaria do Leblon,1994,Alice,872,sempre,596,comia,491,bastante carne,759,e ele,839,geralmente,1908,assava,2054,uma picanha,1137,suculenta,962,e apetitosa,763,para os almoços,875,de domingo.,679,2862
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_20,+,629,Luana,1179,fofocava,938,sobre,531,qualquer coisa,877,e ele,1545,obviamente,1034,adorava,1743,ouvir,839,uma fofoca maldosa,2757,e bem contada,1283,na paróquia,718,da vila.,1840,4879
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_40,+,564,Rebeca,669,trabalhava,705,como,468,secretária,608,e eles,791,geralmente,630,recebiam,540,várias ligações,726,de pessoas,552,muito importantes,816,ali,766,na câmara municipal.,1182,2094
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_42,+,458,Beatriz,1351,viajava,703,quase,482,todo dia,510,e eles,633,quase sempre,607,tentavam,581,fazer as reservas,1469,dos voos,641,em classe executiva,1750,na empresa,814,onde trabalhava.,845,3860
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_12,Na escola estadual,1177,Joana,744,era,570,professora,834,fazia tempo,1007,e ele,1461,quase nunca,793,recebia,489,reclamações graves,1012,sobre as aulas,1099,que eram dadas,845,para seus alunos,1067,mais exigentes.,1422,2956
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_39,Na sede da construtora,1362,Sueli,762,trabalhava,603,como,450,advogada,478,e eles,555,semanalmente,755,revisavam,1220,todos os contratos,1362,de licitação,602,e de venda,720,para ver,594,se estavam adequados.,1322,2684
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_14,+,465,Jandira,701,era,496,sempre,428,ríspida e rude,906,e eles,564,naturalmente,557,recebiam,566,muitas críticas,830,por causa,588,desse comportamento,755,ali na recepção,1236,da pousada.,865,2173
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_35,+,394,Murilo,1177,tinha fama,936,de ser,498,muito bravo,510,e ele,535,obviamente,545,respeitava,698,apenas,541,superiores,679,que fossem autoritários,1227,e impusessem,889,respeito.,580,2447
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_2,Na enfermaria da clínica,1252,Natália,720,sempre,418,mostrou,417,bastante dedicação,575,e ele,487,obviamente,1059,estava,455,muito contente,644,com o desempenho,697,tão exemplar,925,mostrado,438,todos os dias.,548,2266
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_21,+,385,Pâmela,656,ganhava,501,a vida,496,como repórter,603,e ele,514,com frequência,669,publicava,433,as matérias,414,mais importantes,557,com muito destaque,406,nas edições,1605,da Revista Veja.,691,1377
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_29,Na hospedagem da vila,2057,Talita,725,roncava,519,além,625,do aceitável,2967,e eles,685,inclusive,497,chegavam,524,a despertar,582,com aquela sinfonia,1070,de roncos,769,ao longo,481,de toda a noite.,941,2421
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_26,+,426,Atílio e Celso,1384,nunca,575,paravam,535,para descansar,768,e eles,608,raramente,535,chamavam,528,outras pessoas,1034,para ajudá-los,607,com o trabalho,646,nos plantões,540,do turno da noite.,853,2287
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_23,+,654,Cecília,914,gastava,653,sem,482,se preocupar,605,e ele,869,inclusive,672,parcelava,804,todas aquelas compras,1075,em várias vezes,631,com juros,653,ali na loja,689,de roupas.,597,2359
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_15,+,472,Isabela,868,estava,640,sempre,469,na correria,626,e eles,536,quase nunca,641,deixavam,551,os funcionários,623,contratados,1477,tirarem uma folga,873,na lanchonete,741,onde ela trabalhava.,758,2973
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_38,+,354,Nicolas,563,tomou posse,620,como,466,secretário,478,e ele,586,certamente,578,estava,506,bem contente,645,com sua nomeação,890,inesperada,869,feita pelo ministro,1025,da cultura.,791,2404
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_33,Na casa noturna da cidade,1517,Nádia,494,só cantava,602,música,433,sertaneja,398,e eles,397,geralmente,477,prometiam,474,um novo repertório,854,para cada,610,show feito,1273,para,533,seus clientes.,558,2737
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_16,+,424,Fernanda e Hamilton,1255,estavam,451,sentindo,464,bastante dor,765,e eles,813,felizmente,476,sabiam,440,como aliviar,854,aquele sofrimento,818,sem fim,800,de forma,847,muito rápida.,508,2472
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_24,+,803,Zuleica,785,não,449,dava conta,782,de suas obrigações,782,e eles,878,frequentemente,698,contratavam,941,funcionários,582,para cobrir,654,o trabalho que sobrava,1235,ali,800,na agência lotérica.,1615,2471
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_25,+,384,Evandro,720,não costumava,578,estudar,490,muito,358,e ele,631,naturalmente,589,tentava,356,escolher,421,tópicos de estudo,819,que o motivassem,641,e melhorassem,631,seu desempenho.,717,1881
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_11,+,319,Gustavo e Ana,1009,eram,616,pessoas,574,bem tímidas,662,e eles,474,raramente,727,conseguiam,665,superar,461,aquela timidez,602,quase doentia,961,nas atividades,1177,em grupo.,569,2024
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_4,Quando ia à quermesse,2024,Cristina,580,adorava,684,ouvir,480,boa música,1020,e ele,722,quase sempre,532,tocava,430,alguma coisa,604,que lhe agradava,755, e animava,1124,as noites,581,de sexta-feira.,877,2483
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_1,+,517,Jeremias,655,costurava,564,por dez horas,780,todo dia,1627,e ele,489,ainda assim,644,dizia,537,que o trabalho,627,de costura,537,era muito tranquilo,930,e quase nada,780,cansativo.,796,2094
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_19,Na doceria onde trabalhava,1961,Joelma,1016,fazia,654,uma torta,819,bem gostosa,705,e ele,1044,geralmente,553,vendia,482,esse quitute,1054,por um preço,1026,bastante razoável,936,para a alegria,1089,dos clientes.,580,3016
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_32,+,359,Rodolfo,664,sempre,605,se alimentava,675,muito bem,535,e ele,353,geralmente,402,preparava,337,as refeições,483,apenas,446,com alimentos saudáveis,1292,e produzidos,518,de forma orgânica.,737,2221
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_9,+,282,Eliane,621,era,452,competente,353,no que fazia,482,e eles,557,inclusive,471,dependiam,579,dessa competência,811,para fechar,474,vários contratos,726,ali na firma,696,de arquitetura.,651,2011
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_28,Na lavanderia onde trabalhava,1305,Irene,595,passava,458,toneladas,375,de roupa,711,e eles,458,claramente,375,dependiam,455,daquelas roupas todas,772,para conseguir,964,algum lucro,684,e pagar,528,todas as dívidas,602,2420
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_5,Na companhia de balé,1211,Carolina,569,anunciou,385,sua,449,aposentadoria,830,e ele,396,naturalmente,604,lamentava,451,o fim prematuro,784,de uma carreira,703,tão bela,482,dedicada,526,à dança clássica.,1496,1969
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_22,+,381,Anderson e Mauro,1022,ganhavam bem,611,como,522,maquiadores,484,e eles,480,claramente,668,estavam,367,bastante contentes,1056,com o trabalho,644,realizado,521,junto às atrizes,659,mais famosas.,712,2221
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_7,+,357,Samira e Rogério,1430,cozinhavam,1292,com muita,503,pimenta,401,e eles,432,certamente,414,achavam,525,que isso afastaria,1031,os clientes,621,mais sensíveis,723,e de paladar,917,mais delicado.,799,2375
Lista5,3e,5,10-17-2013,15:16:43,2,p,ind,i_8,+,435,Regina,560,entoava,537,canções,593,populares,570,e eles,657,rapidamente,502,seguiam,545,a melodia cantada,1098,com um batuque,1085,animado,1040,nas rodas de samba,933,da vizinhança.,990,3223
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_6,+,411,Alberto e Gabriela,1114,costumavam,748,contar,525,muita vantagem,1399,e eles,510,logicamente,537,estavam,435,mais que acostumados,1232,a lidar,558,com tanta mentira,918,contada,1056,todos os dias.,917,2708
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_17,+,395,Luiza,426,estudava,825,física,454,todo dia,547,e ele,540,certamente,629,possuía,491,os melhores livros,1047,e revistas,684,sobre o assunto,607,na biblioteca,518,da faculdade.,368,2338
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_10,+,362,Reginaldo,507,era,406,mais sincera,565,do que deveria,1469,e ele,641,inclusive,759,vivia,807,enfrentando,902,problemas graves,896,por causa disso,748,e de sua falta,1085,de educação.,656,2546
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_34,Na clínica de pediatria,714,Jéssica,1084,tinha,863,uma paciência,604,incrível,434,e eles,688,geralmente,659,recebiam,536,elogios,370,pelo trabalho,482,que ela desempenhava,973,juntos aos pacientes,693,mais graves.,1128,1825
Lista5,3e,5,10-17-2013,15:16:43,2,p,inf,i_36,Nas apresentações da orquestra,1535,Carina,976,tocava,391,flauta,423,sem muito empenho,805,e eles,404,obviamente,531,estavam,445,bastante descontentes,1131,com,444,aquela situação,858,e com sua falta,1190,de dedicação.,709,2433
Lista5,3e,5,10-17-2013,15:16:43,2,p,cor,i_13,+,331,Timóteo e Rubens,1021,eram,467,rebeldes,479,ao extremo,428,e eles,666,frequentemente,862,comentavam,858,que isso,775,atrapalhava bastante,791,a carreira,390,e qualquer plano,454,de promoção.,1171,1956
Lista5,3e,5,10-17-2013,15:16:43,2,s,cor,i_30,+,372,Cassiano,581,sabia,941,usar bem,678,sua lábia,794,e ele,1369,obviamente,897,dependia,1132,desse talento único,1085,para ganhar,1024,dinheiro,1078,às custas,794,de seus clientes.,633,3187
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_41,+,298,Estela,557,traduzia,566,obras,446,importantes,460,e ele,505,felizmente,692,conseguia,535,um bom lucro,385,publicando,688,as melhores traduções,884,na editora,879,onde ela trabalhava.,1035,1957
Lista5,3e,5,10-17-2013,15:16:43,2,s,inf,i_37,Na escola de música,1084,Valéria,607,tocava,437,guitarra,483,como ninguém,718,e ele,624,claramente,694,sentia,442,bastante orgulho,855,de um talento,1060,tão natural,520,e de sua dedicação,1010,exemplar.,665,2435
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_3,+,326,Michele,488,acabou,564,compondo,461,belas canções,682,e ele,317,claramente,752,lucrava,401,um bom dinheiro,463,com as composições,428,mais famosas,667,na gravadora,879,onde ela trabalhava.,1163,1558
Lista5,3e,5,10-17-2013,15:16:43,2,s,ind,i_18,+,316,Teresa,526,falava,361,feito,378,uma matraca,762,e ele,795,quase nunca,634,percebia,384,quão incoveniente,2031,era,588,aquele falatório,1139,durante a missa,1011,matinal.,1210,3758
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_27,Na agência de viagens,1134,Suzana,719,nunca foi,641,muito,599,responsável,638,e eles,1140,com frequência,708,perdiam,550,vários clientes,783,e muito dinheiro,878,por causa disso,858,e de sua,967,incompetência.,1215,2519
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_22,+,1053,Anderson e Mauro,1201,ganhavam bem,719,como,481,maquiadores,685,e eles,657,claramente,710,estavam,584,bastante contentes,768,com o trabalho,720,realizado,1522,junto às atrizes,1107,mais famosas.,725,3010
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_31,Na churrascaria do Leblon,2855,Alice,434,sempre,527,comia,681,bastante carne,909,e ele,1000,geralmente,670,assava,722,uma picanha,660,suculenta,1145,e apetitosa,666,para os almoços,718,de domingo.,832,2471
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_42,+,598,Beatriz,861,viajava,458,quase,583,todo dia,542,e eles,711,quase sempre,746,tentavam,2363,fazer as reservas,1147,dos voos,620,em classe executiva,1026,na empresa,583,onde trabalhava.,751,2793
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_32,+,906,Rodolfo,772,sempre,548,se alimentava,637,muito bem,610,e ele,633,geralmente,814,preparava,749,as refeições,654,apenas,546,com alimentos saudáveis,860,e produzidos,856,de forma orgânica.,709,2060
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_37,Na escola de música,1057,Valéria,614,tocava,940,guitarra,597,como ninguém,733,e ele,1326,claramente,664,sentia,860,bastante orgulho,745,de um talento,810,tão natural,777,e de sua dedicação,2761,exemplar.,1015,2332
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_36,Nas apresentações da orquestra,30860,Carina,653,tocava,610,flauta,553,sem muito empenho,690,e eles,757,obviamente,870,estavam,625,bastante descontentes,760,com,488,aquela situação,692,e com sua falta,1879,de dedicação.,458,1940
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_14,+,721,Jandira,675,era,455,sempre,580,ríspida e rude,700,e eles,430,naturalmente,621,recebiam,531,muitas críticas,701,por causa,512,desse comportamento,602,ali na recepção,785,da pousada.,1056,1815
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_39,Na sede da construtora,1804,Sueli,610,trabalhava,633,como,446,advogada,571,e eles,500,semanalmente,814,revisavam,605,todos os contratos,644,de licitação,633,e de venda,719,para ver,897,se estavam adequados.,732,1996
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_20,+,1115,Luana,557,fofocava,598,sobre,637,qualquer coisa,547,e ele,556,obviamente,517,adorava,463,ouvir,540,uma fofoca maldosa,790,e bem contada,821,na paróquia,755,da vila.,675,2151
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_41,+,616,Estela,542,traduzia,664,obras,620,importantes,755,e ele,547,felizmente,637,conseguia,562,um bom lucro,699,publicando,686,as melhores traduções,674,na editora,486,onde ela trabalhava.,737,2059
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_33,Na casa noturna da cidade,1350,Nádia,590,só cantava,470,música,946,sertaneja,635,e eles,656,geralmente,869,prometiam,689,um novo repertório,1284,para cada,495,show feito,715,para,477,seus clientes.,762,2494
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_34,Na clínica de pediatria,171,Jéssica,1940,tinha,1316,uma paciência,590,incrível,629,e eles,651,geralmente,592,recebiam,407,elogios,406,pelo trabalho,997,que ela desempenhava,1052,juntos aos pacientes,913,mais graves.,891,2455
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_29,Na hospedagem da vila,6184,Talita,667,roncava,687,além,562,do aceitável,731,e eles,701,inclusive,463,chegavam,476,a despertar,857,com aquela sinfonia,917,de roncos,607,ao longo,390,de toda a noite.,437,2381
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_25,+,556,Evandro,1012,não costumava,491,estudar,470,muito,338,e ele,420,naturalmente,338,tentava,436,escolher,386,tópicos de estudo,785,que o motivassem,481,e melhorassem,349,seu desempenho.,654,1652
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_38,+,689,Nicolas,2164,tomou posse,524,como,1110,secretário,728,e ele,1338,certamente,627,estava,697,bem contente,604,com sua nomeação,323,inesperada,485,feita pelo ministro,465,da cultura.,861,1412
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_4,Quando ia à quermesse,2620,Cristina,207,adorava,662,ouvir,475,boa música,327,e ele,666,quase sempre,654,tocava,274,alguma coisa,455,que lhe agradava,340, e animava,645,as noites,843,de sexta-feira.,456,1440
Lista5,5e,5,10-21-2013,17:05:25,2,p,inf,i_28,Na lavanderia onde trabalhava,2250,Irene,398,passava,493,toneladas,505,de roupa,708,e eles,326,claramente,425,dependiam,359,daquelas roupas todas,408,para conseguir,935,algum lucro,624,e pagar,422,todas as dívidas,740,1967
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_23,+,966,Cecília,750,gastava,479,sem,363,se preocupar,380,e ele,332,inclusive,1214,parcelava,828,todas aquelas compras,426,em várias vezes,5288,com juros,463,ali na loja,780,de roupas.,556,6177
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_1,+,602,Jeremias,592,costurava,488,por dez horas,355,todo dia,900,e ele,351,ainda assim,336,dizia,706,que o trabalho,420,de costura,418,era muito tranquilo,337,e quase nada,1298,cansativo.,509,1175
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_5,Na companhia de balé,7393,Carolina,450,anunciou,639,sua,404,aposentadoria,483,e ele,447,naturalmente,572,lamentava,388,o fim prematuro,2308,de uma carreira,869,tão bela,657,dedicada,390,à dança clássica.,1749,3834
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_35,+,477,Murilo,698,tinha fama,477,de ser,361,muito bravo,345,e ele,364,obviamente,316,respeitava,366,apenas,367,superiores,351,que fossem autoritários,992,e impusessem,375,respeito.,10919,1710
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_40,+,624,Rebeca,630,trabalhava,396,como,396,secretária,299,e eles,430,geralmente,365,recebiam,301,várias ligações,385,de pessoas,384,muito importantes,432,ali,526,na câmara municipal.,456,1201
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_11,+,404,Gustavo e Ana,593,eram,442,pessoas,343,bem tímidas,407,e eles,454,raramente,628,conseguiam,313,superar,396,aquela timidez,380,quase doentia,428,nas atividades,651,em grupo.,367,1204
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_13,+,2303,Timóteo e Rubens,1296,eram,347,rebeldes,317,ao extremo,271,e eles,15332,frequentemente,1312,comentavam,362,que isso,347,atrapalhava bastante,525,a carreira,807,e qualquer plano,629,de promoção.,907,1679
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_2,Na enfermaria da clínica,2535,Natália,558,sempre,615,mostrou,573,bastante dedicação,614,e ele,541,obviamente,662,estava,715,muito contente,541,com o desempenho,519,tão exemplar,8833,mostrado,744,todos os dias.,617,9893
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_16,+,656,Fernanda e Hamilton,1236,estavam,401,sentindo,416,bastante dor,414,e eles,717,felizmente,7247,sabiam,422,como aliviar,341,aquele sofrimento,326,sem fim,393,de forma,344,muito rápida.,378,1060
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_9,+,228,Eliane,747,era,380,competente,380,no que fazia,557,e eles,373,inclusive,358,dependiam,295,dessa competência,394,para fechar,810,vários contratos,313,ali na firma,364,de arquitetura.,573,1517
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_15,+,381,Isabela,654,estava,370,sempre,371,na correria,387,e eles,386,quase nunca,642,deixavam,503,os funcionários,322,contratados,405,tirarem uma folga,308,na lanchonete,439,onde ela trabalhava.,884,1035
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_6,+,567,Alberto e Gabriela,97406,costumavam,302,contar,337,muita vantagem,354,e eles,451,logicamente,336,estavam,434,mais que acostumados,351,a lidar,320,com tanta mentira,307,contada,342,todos os dias.,327,978
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_12,Na escola estadual,642,Joana,295,era,363,professora,220,fazia tempo,274,e ele,215,quase nunca,222,recebia,212,reclamações graves,1211,sobre as aulas,314,que eram dadas,621,para seus alunos,275,mais exigentes.,231,2146
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_30,+,349,Cassiano,814,sabia,301,usar bem,256,sua lábia,341,e ele,375,obviamente,311,dependia,298,desse talento único,301,para ganhar,577,dinheiro,313,às custas,380,de seus clientes.,348,1191
Lista5,5e,5,10-21-2013,17:05:25,2,s,inf,i_19,Na doceria onde trabalhava,2471,Joelma,417,fazia,287,uma torta,243,bem gostosa,345,e ele,251,geralmente,496,vendia,315,esse quitute,254,por um preço,275,bastante razoável,344,para a alegria,617,dos clientes.,319,873
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_3,+,418,Michele,497,acabou,332,compondo,302,belas canções,1153,e ele,290,claramente,277,lucrava,266,um bom dinheiro,1006,com as composições,341,mais famosas,326,na gravadora,313,onde ela trabalhava.,988,1673
Lista5,5e,5,10-21-2013,17:05:25,2,s,cor,i_10,+,781,Reginaldo,765,era,445,mais sincera,364,do que deveria,1117,e ele,318,inclusive,400,vivia,415,enfrentando,590,problemas graves,421,por causa disso,803,e de sua falta,338,de educação.,516,1814
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_17,+,586,Luiza,610,estudava,601,física,463,todo dia,476,e ele,393,certamente,408,possuía,359,os melhores livros,376,e revistas,488,sobre o assunto,420,na biblioteca,898,da faculdade.,445,1284
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_26,+,388,Atílio e Celso,1988,nunca,418,paravam,400,para descansar,383,e eles,495,raramente,362,chamavam,395,outras pessoas,523,para ajudá-los,517,com o trabalho,415,nos plantões,430,do turno da noite.,637,1455
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_8,+,345,Regina,602,entoava,369,canções,321,populares,324,e eles,278,rapidamente,426,seguiam,345,a melodia cantada,298,com um batuque,317,animado,288,nas rodas de samba,388,da vizinhança.,532,903
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_21,+,371,Pâmela,803,ganhava,370,a vida,322,como repórter,405,e ele,420,com frequência,370,publicava,402,as matérias,449,mais importantes,334,com muito destaque,1088,nas edições,403,da Revista Veja.,754,1871
Lista5,5e,5,10-21-2013,17:05:25,2,p,ind,i_24,+,377,Zuleica,681,não,365,dava conta,382,de suas obrigações,350,e eles,591,frequentemente,327,contratavam,377,funcionários,633,para cobrir,383,o trabalho que sobrava,814,ali,365,na agência lotérica.,1438,1830
Lista5,5e,5,10-21-2013,17:05:25,2,p,cor,i_7,+,456,Samira e Rogério,1141,cozinhavam,710,com muita,328,pimenta,331,e eles,605,certamente,420,achavam,370,que isso afastaria,946,os clientes,395,mais sensíveis,443,e de paladar,329,mais delicado.,635,1784
Lista5,5e,5,10-21-2013,17:05:25,2,s,ind,i_18,+,622,Teresa,725,falava,375,feito,343,uma matraca,312,e ele,348,quase nunca,413,percebia,428,quão incoveniente,362,era,363,aquele falatório,444,durante a missa,330,matinal.,364,1169
Lista5,6e,5,10-22-2013,12:58:51,2,p,ind,i_8,+,701,Regina,608,entoava,519,canções,481,populares,669,e eles,482,rapidamente,685,seguiam,513,a melodia cantada,828,com um batuque,714,animado,476,nas rodas de samba,665,da vizinhança.,637,2018
Lista5,6e,5,10-22-2013,12:58:51,2,s,ind,i_3,+,719,Michele,561,acabou,442,compondo,695,belas canções,539,e ele,452,claramente,561,lucrava,586,um bom dinheiro,545,com as composições,539,mais famosas,532,na gravadora,590,onde ela trabalhava.,1173,1616
Lista5,6e,5,10-22-2013,12:58:51,2,p,ind,i_14,+,716,Jandira,558,era,439,sempre,421,ríspida e rude,931,e eles,493,naturalmente,504,recebiam,499,muitas críticas,542,por causa,455,desse comportamento,516,ali na recepção,846,da pousada.,492,1513
Lista5,6e,5,10-22-2013,12:58:51,2,s,cor,i_25,+,559,Evandro,600,não costumava,654,estudar,371,muito,547,e ele,413,naturalmente,476,tentava,472,escolher,436,tópicos de estudo,434,que o motivassem,735,e melhorassem,417,seu desempenho.,479,1605
Lista5,6e,5,10-22-2013,12:58:51,2,s,cor,i_10,+,426,Reginaldo,633,era,526,mais sincera,664,do que deveria,1085,e ele,576,inclusive,744,vivia,409,enfrentando,504,problemas graves,563,por causa disso,476,e de sua falta,568,de educação.,448,1543
Lista5,6e,5,10-22-2013,12:58:51,2,s,inf,i_31,Na churrascaria do Leblon,319,Alice,1649,sempre,478,comia,426,bastante carne,760,e ele,505,geralmente,484,assava,447,uma picanha,460,suculenta,490,e apetitosa,532,para os almoços,478,de domingo.,506,1482
Lista5,6e,5,10-22-2013,12:58:51,2,p,inf,i_34,Na clínica de pediatria,1015,Jéssica,557,tinha,374,uma paciência,502,incrível,417,e eles,399,geralmente,462,recebiam,459,elogios,408,pelo trabalho,439,que ela desempenhava,469,juntos aos pacientes,609,mais graves.,472,1316
Lista5,6e,5,10-22-2013,12:58:51,2,p,cor,i_6,+,612,Alberto e Gabriela,715,costumavam,589,contar,453,muita vantagem,530,e eles,428,logicamente,474,estavam,470,mais que acostumados,626,a lidar,408,com tanta mentira,599,contada,446,todos os dias.,524,1633
Lista5,6e,5,10-22-2013,12:58:51,2,p,ind,i_15,+,926,Isabela,1848,estava,460,sempre,441,na correria,439,e eles,468,quase nunca,465,deixavam,461,os funcionários,426,contratados,457,tirarem uma folga,502,na lanchonete,448,onde ela trabalhava.,605,1385
Lista5,6e,5,10-22-2013,12:58:51,2,p,cor,i_7,+,514,Samira e Rogério,781,cozinhavam,413,com muita,332,pimenta,397,e eles,349,certamente,335,achavam,352,que isso afastaria,673,os clientes,453,mais sensíveis,434,e de paladar,384,mais delicado.,399,1560
Lista5,6e,5,10-22-2013,12:58:51,2,s,ind,i_21,+,413,Pâmela,364,ganhava,365,a vida,365,como repórter,334,e ele,352,com frequência,353,publicava,386,as matérias,370,mais importantes,386,com muito destaque,338,nas edições,387,da Revista Veja.,563,1094
Lista5,6e,5,10-22-2013,12:58:51,2,s,inf,i_19,Na doceria onde trabalhava,1328,Joelma,409,fazia,376,uma torta,536,bem gostosa,450,e ele,383,geralmente,382,vendia,526,esse quitute,552,por um preço,401,bastante razoável,512,para a alegria,459,dos clientes.,423,1465
Lista5,6e,5,10-22-2013,12:58:51,2,s,ind,i_20,+,866,Luana,414,fofocava,413,sobre,411,qualquer coisa,522,e ele,373,obviamente,405,adorava,468,ouvir,384,uma fofoca maldosa,544,e bem contada,761,na paróquia,410,da vila.,441,1689
Lista5,6e,5,10-22-2013,12:58:51,2,s,inf,i_2,Na enfermaria da clínica,1049,Natália,429,sempre,444,mostrou,442,bastante dedicação,615,e ele,397,obviamente,413,estava,396,muito contente,459,com o desempenho,440,tão exemplar,422,mostrado,420,todos os dias.,434,1321
Lista5,6e,5,10-22-2013,12:58:51,2,s,ind,i_17,+,589,Luiza,406,estudava,405,física,420,todo dia,386,e ele,465,certamente,430,possuía,428,os melhores livros,522,e revistas,452,sobre o assunto,449,na biblioteca,398,da faculdade.,413,1423
Lista5,6e,5,10-22-2013,12:58:51,2,s,cor,i_38,+,895,Nicolas,570,tomou posse,434,como,624,secretário,422,e ele,420,certamente,419,estava,385,bem contente,480,com sua nomeação,397,inesperada,556,feita pelo ministro,773,da cultura.,485,1433
